Timestamp,Source IP,Destination IP,Source Port,Destination Port,Protocol,Packet Size (bytes)
2025-03-02 15:26:16,162.159.135.234,192.168.2.100,443,51986,TCP,129
2025-03-02 15:26:16,192.168.2.100,162.159.135.234,51986,443,TCP,66
2025-03-02 15:26:16,162.159.135.234,192.168.2.100,443,51986,TCP,116
2025-03-02 15:26:16,192.168.2.100,162.159.135.234,51986,443,TCP,66
2025-03-02 15:26:20,192.168.2.100,35.186.224.45,51989,443,TCP,109
2025-03-02 15:26:20,35.186.224.45,192.168.2.100,443,51989,TCP,66
2025-03-02 15:26:20,35.186.224.45,192.168.2.100,443,51989,TCP,106
2025-03-02 15:26:20,192.168.2.100,35.186.224.45,51989,443,TCP,66
2025-03-02 15:26:22,192.168.2.100,142.251.16.188,60420,5228,TCP,54
2025-03-02 15:26:22,192.168.2.100,52.96.51.98,62935,443,TCP,1506
2025-03-02 15:26:22,192.168.2.100,52.96.51.98,62935,443,TCP,605
2025-03-02 15:26:22,52.96.51.98,192.168.2.100,443,62935,TCP,66
2025-03-02 15:26:22,142.251.16.188,192.168.2.100,5228,60420,TCP,66
2025-03-02 15:26:22,52.96.51.98,192.168.2.100,443,62935,TCP,372
2025-03-02 15:26:22,52.96.51.98,192.168.2.100,443,62935,TCP,470
2025-03-02 15:26:22,52.96.51.98,192.168.2.100,443,62935,TCP,97
2025-03-02 15:26:22,192.168.2.100,52.96.51.98,62935,443,TCP,66
2025-03-02 15:26:22,192.168.2.100,52.96.51.98,62935,443,TCP,1506
2025-03-02 15:26:22,192.168.2.100,52.96.51.98,62935,443,TCP,847
2025-03-02 15:26:22,52.96.51.98,192.168.2.100,443,62935,TCP,66
2025-03-02 15:26:22,52.96.51.98,192.168.2.100,443,62935,TCP,501
2025-03-02 15:26:22,52.96.51.98,192.168.2.100,443,62935,TCP,246
2025-03-02 15:26:22,52.96.51.98,192.168.2.100,443,62935,TCP,97
2025-03-02 15:26:22,192.168.2.100,52.96.51.98,62935,443,TCP,66
2025-03-02 15:26:22,192.168.2.100,52.96.51.98,62935,443,TCP,1506
2025-03-02 15:26:22,192.168.2.100,52.96.51.98,62935,443,TCP,733
2025-03-02 15:26:22,52.96.51.98,192.168.2.100,443,62935,TCP,66
2025-03-02 15:26:22,52.96.51.98,192.168.2.100,443,62935,TCP,238
2025-03-02 15:26:22,52.96.51.98,192.168.2.100,443,62935,TCP,294
2025-03-02 15:26:22,52.96.51.98,192.168.2.100,443,62935,TCP,97
2025-03-02 15:26:22,192.168.2.100,52.96.51.98,62935,443,TCP,66
2025-03-02 15:26:22,192.168.2.100,52.96.51.98,62935,443,TCP,1506
2025-03-02 15:26:22,192.168.2.100,52.96.51.98,62935,443,TCP,1506
2025-03-02 15:26:22,192.168.2.100,52.96.51.98,62935,443,TCP,1506
2025-03-02 15:26:22,192.168.2.100,52.96.51.98,62935,443,TCP,251
2025-03-02 15:26:22,52.96.51.98,192.168.2.100,443,62935,TCP,66
2025-03-02 15:26:22,52.96.51.98,192.168.2.100,443,62935,TCP,253
2025-03-02 15:26:22,52.96.51.98,192.168.2.100,443,62935,TCP,531
2025-03-02 15:26:22,52.96.51.98,192.168.2.100,443,62935,TCP,97
2025-03-02 15:26:22,192.168.2.100,52.96.51.98,62935,443,TCP,66
2025-03-02 15:26:22,52.96.51.98,192.168.2.100,443,62935,TCP,333
2025-03-02 15:26:22,52.96.51.98,192.168.2.100,443,62935,TCP,531
2025-03-02 15:26:22,52.96.51.98,192.168.2.100,443,62935,TCP,97
2025-03-02 15:26:22,192.168.2.100,52.96.51.98,62935,443,TCP,66
2025-03-02 15:26:25,192.168.2.100,35.186.224.30,60412,443,TCP,98
2025-03-02 15:26:25,35.186.224.30,192.168.2.100,443,60412,TCP,66
2025-03-02 15:26:25,35.186.224.30,192.168.2.100,443,60412,TCP,94
2025-03-02 15:26:25,192.168.2.100,35.186.224.30,60412,443,TCP,66
2025-03-02 15:26:26,208.103.161.2,192.168.2.100,443,49443,TCP,91
2025-03-02 15:26:26,192.168.2.100,208.103.161.2,49443,443,TCP,66
2025-03-02 15:26:26,192.168.2.100,208.103.161.2,49443,443,TCP,95
2025-03-02 15:26:26,208.103.161.2,192.168.2.100,443,49443,TCP,66
2025-03-02 15:26:26,208.103.161.2,192.168.2.100,443,49443,TCP,66
2025-03-02 15:26:27,192.168.2.100,20.50.201.200,61624,443,TCP,143
2025-03-02 15:26:27,192.168.2.100,20.50.201.200,61624,443,TCP,1494
2025-03-02 15:26:27,20.50.201.200,192.168.2.100,443,61624,TCP,66
2025-03-02 15:26:27,20.50.201.200,192.168.2.100,443,61624,TCP,145
2025-03-02 15:26:27,192.168.2.100,20.50.201.200,61624,443,TCP,66
2025-03-02 15:26:29,52.96.51.98,192.168.2.100,443,51936,TCP,119
2025-03-02 15:26:29,192.168.2.100,52.96.51.98,51936,443,TCP,66
2025-03-02 15:26:30,192.168.2.100,140.82.114.25,51753,443,TCP,54
2025-03-02 15:26:30,140.82.114.25,192.168.2.100,443,51753,TCP,66
2025-03-02 15:26:30,192.168.2.100,54.156.20.177,52260,443,TCP,78
2025-03-02 15:26:30,192.168.2.100,54.156.20.177,52261,443,TCP,78
2025-03-02 15:26:30,54.156.20.177,192.168.2.100,443,52260,TCP,74
2025-03-02 15:26:30,192.168.2.100,54.156.20.177,52260,443,TCP,66
2025-03-02 15:26:30,192.168.2.100,54.156.20.177,52260,443,TCP,583
2025-03-02 15:26:30,54.156.20.177,192.168.2.100,443,52261,TCP,74
2025-03-02 15:26:30,192.168.2.100,54.156.20.177,52261,443,TCP,66
2025-03-02 15:26:30,192.168.2.100,54.156.20.177,52261,443,TCP,583
2025-03-02 15:26:30,54.156.20.177,192.168.2.100,443,52260,TCP,66
2025-03-02 15:26:30,54.156.20.177,192.168.2.100,443,52261,TCP,66
2025-03-02 15:26:30,54.156.20.177,192.168.2.100,443,52261,TCP,1488
2025-03-02 15:26:30,54.156.20.177,192.168.2.100,443,52261,TCP,1488
2025-03-02 15:26:30,54.156.20.177,192.168.2.100,443,52260,TCP,1488
2025-03-02 15:26:30,54.156.20.177,192.168.2.100,443,52260,TCP,1488
2025-03-02 15:26:30,54.156.20.177,192.168.2.100,443,52261,TCP,1488
2025-03-02 15:26:30,54.156.20.177,192.168.2.100,443,52261,TCP,183
2025-03-02 15:26:30,54.156.20.177,192.168.2.100,443,52260,TCP,1488
2025-03-02 15:26:30,54.156.20.177,192.168.2.100,443,52260,TCP,183
2025-03-02 15:26:30,192.168.2.100,54.156.20.177,52260,443,TCP,66
2025-03-02 15:26:30,192.168.2.100,54.156.20.177,52261,443,TCP,66
2025-03-02 15:26:30,192.168.2.100,54.156.20.177,52260,443,TCP,66
2025-03-02 15:26:30,192.168.2.100,54.156.20.177,52260,443,TCP,1333
2025-03-02 15:26:30,192.168.2.100,54.156.20.177,52261,443,TCP,66
2025-03-02 15:26:30,192.168.2.100,54.156.20.177,52261,443,TCP,1333
2025-03-02 15:26:30,54.156.20.177,192.168.2.100,443,52260,TCP,245
2025-03-02 15:26:30,54.156.20.177,192.168.2.100,443,52260,TCP,66
2025-03-02 15:26:30,192.168.2.100,54.156.20.177,52260,443,TCP,152
2025-03-02 15:26:30,192.168.2.100,54.156.20.177,52260,443,TCP,66
2025-03-02 15:26:30,54.156.20.177,192.168.2.100,443,52261,TCP,245
2025-03-02 15:26:30,54.156.20.177,192.168.2.100,443,52261,TCP,66
2025-03-02 15:26:30,192.168.2.100,54.156.20.177,52261,443,TCP,148
2025-03-02 15:26:30,192.168.2.100,54.156.20.177,52261,443,TCP,66
2025-03-02 15:26:30,54.156.20.177,192.168.2.100,443,52261,TCP,461
2025-03-02 15:26:30,192.168.2.100,54.156.20.177,52261,443,TCP,66
2025-03-02 15:26:31,192.168.2.100,54.156.20.177,52261,443,TCP,90
2025-03-02 15:26:31,192.168.2.100,54.156.20.177,52261,443,TCP,66
2025-03-02 15:26:31,54.156.20.177,192.168.2.100,443,52261,TCP,66
2025-03-02 15:26:31,192.168.2.100,54.156.20.177,52261,443,TCP,66
2025-03-02 15:26:31,54.156.20.177,192.168.2.100,443,52261,TCP,66
2025-03-02 15:26:31,54.156.20.177,192.168.2.100,443,52260,TCP,66
2025-03-02 15:26:31,54.156.20.177,192.168.2.100,443,52260,TCP,461
2025-03-02 15:26:31,54.156.20.177,192.168.2.100,443,52260,TCP,66
2025-03-02 15:26:31,192.168.2.100,54.156.20.177,52260,443,TCP,66
2025-03-02 15:26:31,192.168.2.100,54.156.20.177,52260,443,TCP,66
2025-03-02 15:26:31,192.168.2.100,54.156.20.177,52260,443,TCP,90
2025-03-02 15:26:31,192.168.2.100,54.156.20.177,52260,443,TCP,66
2025-03-02 15:26:31,54.156.20.177,192.168.2.100,443,52260,TCP,66
2025-03-02 15:26:31,54.156.20.177,192.168.2.100,443,52260,TCP,66
2025-03-02 15:26:33,192.168.2.100,162.159.130.232,52101,443,TCP,54
2025-03-02 15:26:33,162.159.130.232,192.168.2.100,443,52101,TCP,66
2025-03-02 15:26:33,162.159.135.234,192.168.2.100,443,51986,TCP,200
2025-03-02 15:26:33,192.168.2.100,162.159.135.234,51986,443,TCP,66
2025-03-02 15:26:37,208.103.161.2,192.168.2.100,443,49443,TCP,120
2025-03-02 15:26:37,192.168.2.100,208.103.161.2,49443,443,TCP,66
2025-03-02 15:26:37,192.168.2.100,208.103.161.2,49443,443,TCP,124
2025-03-02 15:26:37,208.103.161.2,192.168.2.100,443,49443,TCP,66
2025-03-02 15:26:38,192.168.2.100,35.186.224.30,60461,443,TCP,109
2025-03-02 15:26:38,35.186.224.30,192.168.2.100,443,60461,TCP,66
2025-03-02 15:26:38,35.186.224.30,192.168.2.100,443,60461,TCP,106
2025-03-02 15:26:38,192.168.2.100,35.186.224.30,60461,443,TCP,66
2025-03-02 15:26:40,162.159.135.234,192.168.2.100,443,51986,TCP,113
2025-03-02 15:26:40,192.168.2.100,162.159.135.234,51986,443,TCP,66
2025-03-02 15:26:42,162.159.135.234,192.168.2.100,443,51986,TCP,284
2025-03-02 15:26:42,192.168.2.100,162.159.135.234,51986,443,TCP,66
2025-03-02 15:26:45,140.82.114.25,192.168.2.100,443,51753,TCP,92
2025-03-02 15:26:45,192.168.2.100,140.82.114.25,51753,443,TCP,66
2025-03-02 15:26:45,192.168.2.100,140.82.114.25,51753,443,TCP,96
2025-03-02 15:26:45,140.82.114.25,192.168.2.100,443,51753,TCP,66
2025-03-02 15:26:45,162.159.135.234,192.168.2.100,443,51986,TCP,135
2025-03-02 15:26:45,192.168.2.100,162.159.135.234,51986,443,TCP,66
2025-03-02 15:26:50,192.168.2.100,35.186.224.45,51989,443,TCP,109
2025-03-02 15:26:50,35.186.224.45,192.168.2.100,443,51989,TCP,66
2025-03-02 15:26:50,35.186.224.45,192.168.2.100,443,51989,TCP,106
2025-03-02 15:26:50,192.168.2.100,35.186.224.45,51989,443,TCP,66
2025-03-02 15:26:51,192.168.2.100,162.159.135.234,51986,443,TCP,117
2025-03-02 15:26:51,162.159.135.234,192.168.2.100,443,51986,TCP,66
2025-03-02 15:26:51,162.159.135.234,192.168.2.100,443,51986,TCP,101
2025-03-02 15:26:51,192.168.2.100,162.159.135.234,51986,443,TCP,66
2025-03-02 15:26:51,208.103.161.2,192.168.2.100,443,49443,TCP,91
2025-03-02 15:26:51,192.168.2.100,208.103.161.2,49443,443,TCP,66
2025-03-02 15:26:51,192.168.2.100,208.103.161.2,49443,443,TCP,95
2025-03-02 15:26:51,208.103.161.2,192.168.2.100,443,49443,TCP,66
2025-03-02 15:26:55,192.168.2.100,35.186.224.30,60412,443,TCP,98
2025-03-02 15:26:55,35.186.224.30,192.168.2.100,443,60412,TCP,66
2025-03-02 15:26:55,35.186.224.30,192.168.2.100,443,60412,TCP,94
2025-03-02 15:26:55,192.168.2.100,35.186.224.30,60412,443,TCP,66
2025-03-02 15:26:56,192.168.2.100,13.107.246.35,52262,443,TCP,78
2025-03-02 15:26:56,13.107.246.35,192.168.2.100,443,52262,TCP,74
2025-03-02 15:26:56,192.168.2.100,13.107.246.35,52262,443,TCP,66
2025-03-02 15:26:56,192.168.2.100,13.107.246.35,52262,443,TCP,1464
2025-03-02 15:26:56,192.168.2.100,13.107.246.35,52262,443,TCP,479
2025-03-02 15:26:56,13.107.246.35,192.168.2.100,443,52262,TCP,66
2025-03-02 15:26:56,13.107.246.35,192.168.2.100,443,52262,TCP,165
2025-03-02 15:26:56,192.168.2.100,13.107.246.35,52262,443,TCP,66
2025-03-02 15:26:56,192.168.2.100,13.107.246.35,52262,443,TCP,691
2025-03-02 15:26:56,13.107.246.35,192.168.2.100,443,52262,TCP,1464
2025-03-02 15:26:56,13.107.246.35,192.168.2.100,443,52262,TCP,1464
2025-03-02 15:26:56,13.107.246.35,192.168.2.100,443,52262,TCP,1366
2025-03-02 15:26:56,192.168.2.100,13.107.246.35,52262,443,TCP,66
2025-03-02 15:26:56,192.168.2.100,13.107.246.35,52262,443,TCP,66
2025-03-02 15:26:56,13.107.246.35,192.168.2.100,443,52262,TCP,993
2025-03-02 15:26:56,192.168.2.100,13.107.246.35,52262,443,TCP,66
2025-03-02 15:26:56,192.168.2.100,13.107.246.35,52262,443,TCP,140
2025-03-02 15:26:56,192.168.2.100,13.107.246.35,52262,443,TCP,158
2025-03-02 15:26:56,192.168.2.100,13.107.246.35,52262,443,TCP,834
2025-03-02 15:26:56,13.107.246.35,192.168.2.100,443,52262,TCP,385
2025-03-02 15:26:56,13.107.246.35,192.168.2.100,443,52262,TCP,385
2025-03-02 15:26:56,13.107.246.35,192.168.2.100,443,52262,TCP,128
2025-03-02 15:26:56,192.168.2.100,13.107.246.35,52262,443,TCP,66
2025-03-02 15:26:56,192.168.2.100,13.107.246.35,52262,443,TCP,97
2025-03-02 15:26:56,13.107.246.35,192.168.2.100,443,52262,TCP,66
2025-03-02 15:26:56,13.107.246.35,192.168.2.100,443,52262,TCP,97
2025-03-02 15:26:56,13.107.246.35,192.168.2.100,443,52262,TCP,1366
2025-03-02 15:26:56,192.168.2.100,13.107.246.35,52262,443,TCP,66
2025-03-02 15:26:56,13.107.246.35,192.168.2.100,443,52262,TCP,66
2025-03-02 15:26:56,192.168.2.100,104.18.35.227,52263,443,TCP,78
2025-03-02 15:26:56,104.18.35.227,192.168.2.100,443,52263,TCP,74
2025-03-02 15:26:56,192.168.2.100,104.18.35.227,52263,443,TCP,66
2025-03-02 15:26:56,192.168.2.100,104.18.35.227,52263,443,TCP,1454
2025-03-02 15:26:56,192.168.2.100,104.18.35.227,52263,443,TCP,750
2025-03-02 15:26:56,104.18.35.227,192.168.2.100,443,52263,TCP,66
2025-03-02 15:26:56,104.18.35.227,192.168.2.100,443,52263,TCP,1441
2025-03-02 15:26:56,192.168.2.100,104.18.35.227,52263,443,TCP,66
2025-03-02 15:26:56,192.168.2.100,104.18.35.227,52263,443,TCP,130
2025-03-02 15:26:56,192.168.2.100,104.18.35.227,52264,443,TCP,78
2025-03-02 15:26:56,104.18.35.227,192.168.2.100,443,52263,TCP,578
2025-03-02 15:26:56,104.18.35.227,192.168.2.100,443,52264,TCP,74
2025-03-02 15:26:56,192.168.2.100,104.18.35.227,52263,443,TCP,66
2025-03-02 15:26:56,192.168.2.100,104.18.35.227,52264,443,TCP,66
2025-03-02 15:26:56,192.168.2.100,104.18.35.227,52264,443,TCP,1454
2025-03-02 15:26:56,192.168.2.100,104.18.35.227,52264,443,TCP,713
2025-03-02 15:26:56,104.18.35.227,192.168.2.100,443,52264,TCP,66
2025-03-02 15:26:56,104.18.35.227,192.168.2.100,443,52264,TCP,1441
2025-03-02 15:26:56,192.168.2.100,104.18.35.227,52264,443,TCP,66
2025-03-02 15:26:56,192.168.2.100,104.18.35.227,52264,443,TCP,130
2025-03-02 15:26:56,104.18.35.227,192.168.2.100,443,52264,TCP,578
2025-03-02 15:26:56,192.168.2.100,104.18.35.227,52264,443,TCP,66
2025-03-02 15:26:58,162.159.135.234,192.168.2.100,443,51986,TCP,117
2025-03-02 15:26:58,192.168.2.100,162.159.135.234,51986,443,TCP,66
2025-03-02 15:26:59,162.159.135.234,192.168.2.100,443,51986,TCP,110
2025-03-02 15:26:59,192.168.2.100,162.159.135.234,51986,443,TCP,66
2025-03-02 15:26:59,162.159.135.234,192.168.2.100,443,51986,TCP,106
2025-03-02 15:26:59,192.168.2.100,162.159.135.234,51986,443,TCP,66
2025-03-02 15:26:59,162.159.135.234,192.168.2.100,443,51986,TCP,106
2025-03-02 15:26:59,192.168.2.100,162.159.135.234,51986,443,TCP,66
2025-03-02 15:26:59,52.96.51.98,192.168.2.100,443,51936,TCP,119
2025-03-02 15:26:59,192.168.2.100,52.96.51.98,51936,443,TCP,66
2025-03-02 15:27:00,162.159.135.234,192.168.2.100,443,51986,TCP,125
2025-03-02 15:27:00,192.168.2.100,162.159.135.234,51986,443,TCP,66
2025-03-02 15:27:00,162.159.135.234,192.168.2.100,443,51986,TCP,138
2025-03-02 15:27:00,192.168.2.100,162.159.135.234,51986,443,TCP,66
2025-03-02 15:27:00,162.159.135.234,192.168.2.100,443,51986,TCP,129
2025-03-02 15:27:00,192.168.2.100,162.159.135.234,51986,443,TCP,66
